time_label,price,L_kwh,G_kwh,x_plan_kwh,c_charge_kwh,r_discharge_kwh,w_curtail_kwh,soc_kwh,mu_bal,mu_soc
10:40,0.9839,976.3384666666667,1177.36755,0.0,201.02908333333323,0.0,0.0,2548.341351272561,0.4785,-0.5316666666666666
10:50,0.799,974.1658,1199.5719166666665,0.0,225.40611666666655,0.0,0.0,2751.206856272561,0.4785,-0.5316666666666666
11:00,0.5025,973.1764499999999,1217.1857,0.0,244.00925000000007,0.0,0.0,2970.815181272561,0.4785,-0.5316666666666666
11:10,0.4662,973.1183833333332,1231.2808,575.1709166666665,833.3333333333333,0.0,0.0,3720.815181272561,0.4662,-0.5316666666666666
11:20,0.5007,970.5729666666666,1243.2044999999998,0.0,272.6315333333332,0.0,0.0,3966.183561272561,0.4785,-0.5316666666666666
11:30,0.4827,969.1322,1253.4531833333333,0.0,284.3209833333333,0.0,0.0,4222.072446272561,0.4785,-0.5316666666666666
11:40,0.4785,972.06585,1261.3673166666667,179.27592636382593,468.5773930304927,0.0,0.0,4643.792100000004,0.4785,-0.5316666666666666
11:50,0.4662,952.1501666666666,1265.3589833333333,520.1245166666665,833.3333333333333,0.0,0.0,5393.792100000004,0.4662,-0.5316666666666666
12:00,0.4432,919.9101166666666,1266.84055,486.40289999999993,833.3333333333333,0.0,0.0,6143.792100000004,0.4432,-0.5316666666666666
12:10,0.4411,915.7984499999999,1268.7193333333332,480.4124499999999,833.3333333333333,0.0,0.0,6893.792100000004,0.4411,-0.5316666666666666
12:20,0.4551,919.0754,1267.1087333333332,485.29999999999995,833.3333333333333,0.0,0.0,7643.792100000004,0.4551,-0.5316666666666666
12:30,0.4463,914.3048333333332,1259.0312,488.6069666666666,833.3333333333333,0.0,0.0,8393.792100000004,0.4463,-0.5316666666666666
12:40,0.4113,910.3937999999999,1245.4564,498.27073333333317,833.3333333333333,0.0,0.0,9143.792100000004,0.4113,-0.5316666666666666
12:50,0.5682,927.6844333333333,1232.2361999999998,0.0,304.5517666666665,0.0,0.0,9417.888690000003,0.4785,-0.5316666666666666
13:00,0.8279,954.2924666666665,1218.79965,0.0,264.5071833333334,0.0,0.0,9655.945155000003,0.4785,-0.5316666666666666
13:10,0.8636,956.5826166666667,1199.0901666666666,0.0,242.50754999999992,0.0,0.0,9874.201950000002,0.4785,-0.5316666666666666
13:20,0.8416,952.4472666666667,1175.5228499999998,0.0,223.07558333333316,0.0,0.0,10074.969975000002,0.4785,-0.5316666666666666
13:30,0.8618,952.9750833333333,1151.7343999999998,0.0,198.75931666666656,0.0,0.0,10253.853360000001,0.4785,-0.5316666666666666
13:40,0.8623,951.3747666666666,1128.7345833333334,0.0,177.3598166666668,0.0,0.0,10413.477195000001,0.4785,-0.5316666666666666
13:50,0.9026,949.4863666666666,1101.2266666666665,0.0,151.74029999999982,0.0,0.0,10550.043465,0.4785,-0.5316666666666666
14:00,0.9754,948.7163833333334,1068.7514166666665,0.0,120.0350333333331,0.0,0.0,10658.074995,0.4785,-0.5316666666666666
14:10,1.0002,947.8548499999999,1035.6693,0.0,87.81445000000008,0.0,0.0,10737.108,0.4785,-0.5316666666666666
14:20,0.9978,946.4936666666667,1000.1185333333333,0.0,53.62486666666655,0.0,0.0,10785.37038,0.4785,-0.5316666666666666
14:30,1.0271,944.9084666666665,961.1636,0.0,16.255133333333447,0.0,0.0,10800.0,0.4785,-0.5316666666666666
14:40,1.0906,944.0324666666667,920.2511,0.0,0.0,23.781366666666713,0.0,10773.57625925926,0.8148148148148149,-0.7333333333333334
14:50,0.9376,945.4501833333334,878.1301666666666,0.0,0.0,67.32001666666679,0.0,10698.77624074074,0.8148148148148149,-0.7333333333333334
15:00,0.6694,947.0423999999999,834.9525333333332,112.0898666666667,0.0,0.0,0.0,10698.77624074074,0.6694,-0.7333333333333334
15:10,0.66,944.8365833333334,790.5747333333334,266.73269362139905,112.47084362139907,0.0,0.0,10800.0,0.66,-0.7333333333333334
15:20,0.7217,942.7275166666666,745.204,197.52351666666664,0.0,0.0,0.0,10800.0,0.7217,-0.7333333333333334
15:30,0.7308,942.8477833333333,698.03375,244.8140333333332,0.0,0.0,0.0,10800.0,0.7308,-0.7333333333333334
15:40,0.7534,943.7668,648.2321833333333,295.5346166666667,0.0,0.0,0.0,10800.0,0.7534,-0.7333333333333334
15:50,0.7823,944.8766,599.0990999999999,345.77750000000015,0.0,0.0,0.0,10800.0,0.7823,-0.7333333333333334
16:00,0.8055,945.57945,550.6479666666667,394.9314833333333,0.0,0.0,0.0,10800.0,0.8055,-0.7333333333333334
16:10,0.8271,945.1691000000001,499.73744999999997,445.4316500000001,0.0,0.0,0.0,10800.0,0.8271,-0.81216
16:20,0.8519,943.5987666666666,447.90218333333337,495.69658333333325,0.0,0.0,0.0,10800.0,0.8519,-0.81216
16:30,0.8791,944.3153666666667,397.1963166666667,547.11905,0.0,0.0,0.0,10800.0,0.8791,-0.81216
16:40,0.9024,948.1728666666666,348.18743333333333,599.9854333333333,0.0,0.0,0.0,10800.0,0.9024,-0.81216
16:50,0.9163,933.9435666666666,298.5138166666667,635.4297499999999,0.0,-0.0,0.0,10800.0,0.9163,-0.82467
17:00,0.9264,911.1187333333334,250.28805,660.8306833333334,0.0,-0.0,0.0,10800.0,0.9264,-0.83376
17:10,0.9462,911.2323166666666,209.19538333333333,702.0369333333333,0.0,-0.0,0.0,10800.0,0.9462,-0.85158
17:20,0.9742,910.7878333333333,172.72205,738.0657833333333,0.0,-0.0,0.0,10800.0,0.9742,-0.8767799999999999
17:30,0.9862,915.4076333333334,139.46291666666667,775.9447166666666,0.0,-0.0,0.0,10800.0,0.9862,-0.8875799999999999
17:40,0.976,936.9551333333334,110.87188333333333,826.08325,0.0,0.0,0.0,10800.0,0.976,-0.8875799999999999
17:50,1.0742,848.5354333333332,86.11263333333332,762.4227999999999,0.0,0.0,0.0,10800.0,1.0742,-0.96678
18:00,1.2313,701.4281333333333,64.44551666666666,636.9826166666667,0.0,-0.0,0.0,10800.0,1.2313,-1.10817
18:10,1.2561,687.1268499999999,45.96554999999999,531.8940499999999,0.0,109.26725000000005,0.0,10678.591944444444,1.2561,-1.13049
18:20,1.2447,709.3226333333333,30.492099999999997,678.8305333333333,0.0,0.0,0.0,10678.591944444444,1.2447,-1.13049
18:30,1.2545,704.3254,18.0569,686.2684999999999,0.0,0.0,0.0,10678.591944444444,1.2545,-1.13049
18:40,1.2522,705.5563999999999,9.052016666666667,696.5043833333333,0.0,0.0,0.0,10678.591944444444,1.2522,-1.13049
18:50,1.2881,707.7437499999999,3.1094833333333334,0.0,0.0,704.6342666666666,0.0,9895.664981481481,1.2561,-1.13049
19:00,1.3466,706.5299166666666,0.04588333333333333,0.0,0.0,706.4840333333333,0.0,9110.682722222222,1.2561,-1.13049
19:10,1.3523,707.4447333333333,0.038266666666666664,0.0,0.0,707.4064666666666,0.0,8324.675537037037,1.2561,-1.13049
19:20,1.3445,708.6531166666666,0.10011666666666666,0.0,0.0,708.553,0.0,7537.394425925927,1.2561,-1.13049
19:30,1.3483,709.4468833333333,0.0,0.0,0.0,709.4468833333333,0.0,6749.120111111112,1.2561,-1.13049
19:40,1.349,711.23245,0.0,0.0,0.0,711.23245,0.0,5958.861833333334,1.2561,-1.13049
19:50,1.3473,711.6625,0.0,0.0,0.0,711.6625,0.0,5168.125722222223,1.2561,-1.13049
20:00,1.3482,711.4450333333332,0.0,0.0,0.0,711.4450333333332,0.0,4377.631240740741,1.2561,-1.13049
20:10,1.3513,713.7040833333333,0.0,0.0,0.0,713.7040833333333,0.0,3584.626703703704,1.2561,-1.13049
20:20,1.34,715.28415,0.0,0.0,0.0,715.28415,0.0,2789.8665370370372,1.2561,-1.13049
20:30,1.3489,715.22685,0.0,0.0,0.0,715.22685,0.0,1995.170037037037,1.2561,-1.13049
20:40,1.3952,715.6530333333333,0.0,0.0,0.0,715.6530333333333,0.0,1200.0,1.2561,-1.13049
20:50,1.2226,715.8689166666666,0.0,715.8689166666666,0.0,-0.0,0.0,1200.0,1.2226,-1.1003399999999999
21:00,0.9332,717.0051166666667,0.0,717.0051166666667,0.0,0.0,0.0,1200.0,0.9332,-0.8883899999999999
21:10,0.9068,720.1603,0.0,720.1603,0.0,0.0,0.0,1200.0,0.9068,-0.8883899999999999
21:20,0.9371,717.0548666666666,0.0,717.0548666666666,0.0,0.0,0.0,1200.0,0.9371,-0.8883899999999999
21:30,0.9371,720.4459666666667,0.0,720.4459666666667,0.0,0.0,0.0,1200.0,0.9371,-0.8883899999999999
21:40,0.9871,738.1347166666666,0.0,738.1347166666666,0.0,-0.0,0.0,1200.0,0.9871,-0.8883899999999999
21:50,0.7764,671.6935666666666,0.0,671.6935666666666,0.0,-0.0,0.0,1200.0,0.7764,-0.6987599999999999
22:00,0.4209,560.4569833333333,0.0,1393.7903166666665,833.3333333333333,0.0,0.0,1950.0,0.4209,-0.4711111111111111
22:10,0.3859,551.5655666666667,0.0,1384.8989,833.3333333333333,0.0,0.0,2700.0,0.3859,-0.4711111111111111
22:20,0.4368,568.8260499999999,0.0,568.8260499999999,0.0,0.0,0.0,2700.0,0.4368,-0.4711111111111111
22:30,0.4198,563.6552166666667,0.0,1396.98855,833.3333333333333,0.0,0.0,3450.0,0.4198,-0.4711111111111111
22:40,0.4186,564.4265333333333,0.0,1397.7598666666665,833.3333333333333,0.0,0.0,4200.0,0.4186,-0.4711111111111111
22:50,0.4241,566.7474333333332,0.0,566.7474333333332,0.0,0.0,0.0,4200.0,0.4241,-0.4711111111111111
23:00,0.4237,566.5404333333333,0.0,1399.8737666666666,833.3333333333333,0.0,0.0,4950.0,0.4237,-0.4711111111111111
23:10,0.4248,567.83015,0.0,567.83015,0.0,0.0,0.0,4950.0,0.4248,-0.4711111111111111
23:20,0.424,569.3586333333333,0.0,569.3586333333333,0.0,0.0,0.0,4950.0,0.424,-0.4711111111111111
23:30,0.422,570.3301833333333,0.0,1403.6635166666665,833.3333333333333,0.0,0.0,5700.0,0.422,-0.4711111111111111
23:40,0.424,571.6153833333333,0.0,904.9487166666667,333.3333333333333,0.0,0.0,6000.0,0.424,-0.4711111111111111
23:50,0.4271,573.1768333333333,0.0,573.1768333333333,0.0,0.0,0.0,6000.0,0.4271,-0.4711111111111111
0:00+1,0.4276,574.1209833333332,0.0,574.1209833333332,0.0,0.0,0.0,6000.0,0.4276,-0.4711111111111111
