date,i,n_pool,max_block_day,trunc_load,trunc_pv,trunc_price,mean_abs_dev_load,mean_abs_dev_pv,mean_abs_dev_price,cold_start
2025-09-20,262,30,260,0,138,36,6.947271608940042,5.973732112509353,0.020162748953380258,0
2025-09-21,263,30,260,0,169,34,6.933021843159291,9.953860543712617,0.021556232688323518,0
2025-09-22,264,30,263,0,186,0,7.244406663932029,15.496657929208604,0.019555748885770517,0
2025-09-23,265,30,264,0,219,0,5.165425418252261,10.194560721269474,0.013760350196775016,0
2025-09-24,266,30,265,0,155,0,6.1798326592510415,7.055744713175247,0.0297249388820343,0
2025-09-25,267,30,266,0,113,0,6.812204570241939,4.99085596688506,0.018990800349692423,0
2025-09-26,268,30,267,0,179,0,4.470031423382508,10.518019981901464,0.014217459550169552,0
2025-09-27,269,30,268,0,112,11,5.722294273960728,5.632884335987277,0.033508673583614014,0
2025-09-28,270,30,269,0,311,0,5.732710748427366,6.886512682565229,0.02346777589839753,0
2025-09-29,271,30,269,0,190,0,9.664439978598214,4.295175889159428,0.02106502622707741,0
2025-09-30,272,30,271,0,136,0,5.138310415192108,7.075009797575278,0.016518618298528867,0
2025-10-01,273,30,272,0,161,0,7.11979944931955,6.157197836898973,0.04351984888924138,0
2025-10-02,274,30,271,0,224,0,7.086700421486726,10.04784765586934,0.01975654804930446,0
2025-10-03,275,30,274,0,54,0,4.1241169975872,4.992488684891168,0.035864002301761795,0
2025-10-04,276,30,274,0,123,4,7.231788338010501,10.580347669807871,0.02011795125961639,0
2025-10-05,277,30,276,0,413,0,21.955515643154804,7.1179587643701625,0.01777696343124295,0
2025-10-06,278,30,276,0,252,0,6.043070357645609,4.9830422169844075,0.04486942130281514,0
2025-10-07,279,30,278,0,410,0,30.95758746751974,5.095052859974652,0.012521317084865185,0
2025-10-08,280,30,278,0,184,0,4.552362773034521,8.087088532534501,0.025269662275086757,0
2025-10-09,281,30,280,0,406,0,21.48422066661614,7.615114690972774,0.013579457887957412,0
2025-10-10,282,30,281,0,307,0,4.944209982200821,8.796195979909998,0.014627187082581749,0
2025-10-11,283,30,282,0,207,19,4.866072010433532,5.535474402935694,0.020835902371907185,0
2025-10-12,284,30,283,0,273,0,12.696795049859286,5.074068888709775,0.01127863358415996,0
2025-10-13,285,30,284,0,118,0,4.764695748118036,5.432610251744131,0.016862710418664027,0
2025-10-14,286,30,285,0,182,0,5.228681096119474,7.735182558131474,0.012710031822005552,0
2025-10-15,287,30,286,0,289,0,13.409547571819948,5.516849487577584,0.025105503957628804,0
2025-10-16,288,30,286,0,362,0,12.497740624501002,5.760793244005874,0.013622445718245495,0
2025-10-17,289,30,288,0,254,0,10.714145537369586,5.009721301996529,0.01732983976271699,0
